# Portfolio Plan,konservatif,capital_tl=1000000
ticker,sleeve,sub_category,weight_pct,composite,capital_allocation_tl
GARAN,core,banking_intrinsic,9.07,82.95,90702
CWENE,core,,8.57,78.37,85688
AKBNK,core,banking_intrinsic,8.16,74.65,81626
YKBNK,core,banking_intrinsic,7.79,71.24,77897
ARCLK,core,,7.62,69.71,76218
LOGO,core,,7.62,69.69,76200
TKNSA,core,,7.21,65.90,72056
EREGL,core,,6.96,63.69,69640
ENJSA,core,,6.81,62.27,68082
ISCTR,core,banking_intrinsic,6.74,61.64,67399
TCELL,core,,6.14,56.18,61423
TRALT,yuksek_kazanc,deep_value,2.00,59.34,20000
CCOLA,yuksek_kazanc,deep_value,2.00,77.69,20000
FROTO,yuksek_kazanc,deep_value,2.00,75.28,20000
AEFES,yuksek_kazanc,deep_value,2.00,71.75,20000
AKSA,yuksek_kazanc,deep_value,2.00,76.12,20000
MAVI,yuksek_kazanc,deep_value,2.00,76.13,20000
OYAKC,yuksek_kazanc,deep_value,2.00,77.50,20000
KCAER,yuksek_kazanc,deep_value,2.00,74.42,20000
INFO,yuksek_kazanc,deep_value,2.00,82.18,20000
VESBE,yuksek_kazanc,deep_value,2.00,69.51,20000
ISMEN,yuksek_kazanc,deep_value,2.00,78.08,20000
BOSSA,yuksek_kazanc,mature_transition,2.00,59.26,20000
ARENA,yuksek_kazanc,deep_value,2.00,78.71,20000
INDES,yuksek_kazanc,deep_value,2.00,78.27,20000
EUREN,yuksek_kazanc,deep_value,2.00,68.85,20000
HALKB,yuksek_kazanc,deep_value,2.00,73.50,20000
SAHOL,yuksek_kazanc,holding_chronic_discount,2.00,63.93,20000
CASH,cash,reserve,0.00,,0
