# Portfolio Plan,konservatif,capital_tl=1000000
ticker,sleeve,sub_category,weight_pct,composite,capital_allocation_tl
GARAN,core,banking_intrinsic,5.03,82.76,50259
AZTEK,core,,4.87,80.19,48700
KMPUR,core,,4.68,77.06,46796
CWENE,core,,4.66,76.73,46596
AKBNK,core,banking_intrinsic,4.57,75.29,45724
ULUUN,core,,4.49,73.94,44906
KRVGD,core,,4.49,73.94,44905
ARASE,core,,4.46,73.51,44645
YKBNK,core,banking_intrinsic,4.31,70.98,43104
ARCLK,core,,4.25,70.01,42517
LOGO,core,,4.14,68.14,41382
DOAS,core,,4.08,67.13,40767
TTRAK,core,,4.07,66.99,40685
GEDIK,core,,4.05,66.75,40540
TKNSA,core,,3.97,65.44,39744
ENJSA,core,,3.83,63.09,38314
EREGL,core,,3.73,61.40,37288
ISCTR,core,banking_intrinsic,3.72,61.27,37208
SKYMD,core,,3.63,59.76,36290
HLGYO,core,,3.61,59.50,36136
MTRYO,core,,3.49,57.49,34913
PLTUR,core,,3.48,57.23,34755
TCELL,core,,3.38,55.70,33825
TRALT,yuksek_kazanc,deep_value,2.00,59.34,20000
CCOLA,yuksek_kazanc,deep_value,2.00,77.69,20000
FROTO,yuksek_kazanc,deep_value,2.00,75.34,20000
AEFES,yuksek_kazanc,deep_value,2.00,71.75,20000
AKSA,yuksek_kazanc,deep_value,2.00,76.12,20000
MAVI,yuksek_kazanc,deep_value,2.00,76.13,20000
OYAKC,yuksek_kazanc,deep_value,2.00,77.50,20000
KCAER,yuksek_kazanc,deep_value,2.00,74.42,20000
INFO,yuksek_kazanc,deep_value,2.00,82.18,20000
VESBE,yuksek_kazanc,deep_value,2.00,69.51,20000
ISMEN,yuksek_kazanc,deep_value,2.00,78.08,20000
BOSSA,yuksek_kazanc,mature_transition,2.00,59.57,20000
ARENA,yuksek_kazanc,deep_value,2.00,81.66,20000
INDES,yuksek_kazanc,deep_value,2.00,78.27,20000
EUREN,yuksek_kazanc,deep_value,2.00,68.85,20000
KUYAS,yuksek_kazanc,deep_value,2.00,65.34,20000
AGHOL,yuksek_kazanc,deep_value,2.00,80.16,20000
ISGYO,yuksek_kazanc,mature_transition,2.00,54.36,20000
KLGYO,yuksek_kazanc,deep_value,2.00,70.69,20000
GOODY,yuksek_kazanc,deep_value,2.00,74.07,20000
AKFIS,yuksek_kazanc,deep_value,2.00,73.50,20000
ARTMS,yuksek_kazanc,deep_value,2.00,71.72,20000
AVPGY,yuksek_kazanc,deep_value,2.00,72.00,20000
DESPC,yuksek_kazanc,deep_value,2.00,73.01,20000
GOKNR,yuksek_kazanc,deep_value,2.00,76.20,20000
ISSEN,yuksek_kazanc,mature_transition,2.00,58.83,20000
KRTEK,yuksek_kazanc,deep_value,2.00,60.22,20000
KZBGY,yuksek_kazanc,deep_value,2.00,72.00,20000
SNPAM,yuksek_kazanc,deep_value,2.00,73.95,20000
TRILC,yuksek_kazanc,deep_value,2.00,67.75,20000
UNLU,yuksek_kazanc,deep_value,2.00,70.73,20000
VKGYO,yuksek_kazanc,deep_value,2.00,72.00,20000
HALKB,yuksek_kazanc,deep_value,2.00,73.50,20000
SAHOL,yuksek_kazanc,holding_chronic_discount,2.00,62.90,20000
CASH,cash,reserve,0.00,,0
