# Portfolio Plan,dengeli,capital_tl=1000000
ticker,sleeve,sub_category,weight_pct,composite,capital_allocation_tl
GARAN,core,banking_intrinsic,8.90,82.76,89038
CWENE,core,,8.25,76.73,82550
AKBNK,core,banking_intrinsic,8.10,75.29,81004
YKBNK,core,banking_intrinsic,7.64,70.98,76363
ARCLK,core,,7.53,70.01,75323
LOGO,core,,7.33,68.14,73311
DOAS,core,,7.22,67.13,72223
TKNSA,core,,7.04,65.44,70410
ENJSA,core,,6.79,63.09,67877
EREGL,core,,6.61,61.40,66058
ISCTR,core,banking_intrinsic,6.59,61.27,65918
TCELL,core,,5.99,55.70,59925
TRALT,yuksek_kazanc,deep_value,2.00,59.34,20000
CCOLA,yuksek_kazanc,deep_value,2.00,77.69,20000
FROTO,yuksek_kazanc,deep_value,2.00,75.34,20000
AEFES,yuksek_kazanc,deep_value,2.00,71.75,20000
AKSA,yuksek_kazanc,deep_value,2.00,76.12,20000
MAVI,yuksek_kazanc,deep_value,2.00,76.13,20000
OYAKC,yuksek_kazanc,deep_value,2.00,77.50,20000
KCAER,yuksek_kazanc,deep_value,2.00,74.42,20000
INFO,yuksek_kazanc,deep_value,2.00,82.18,20000
VESBE,yuksek_kazanc,deep_value,2.00,69.51,20000
ISMEN,yuksek_kazanc,deep_value,2.00,78.08,20000
BOSSA,yuksek_kazanc,mature_transition,2.00,59.57,20000
ARENA,yuksek_kazanc,deep_value,2.00,81.66,20000
INDES,yuksek_kazanc,deep_value,2.00,78.27,20000
EUREN,yuksek_kazanc,deep_value,2.00,68.85,20000
KUYAS,yuksek_kazanc,deep_value,2.00,65.34,20000
AGHOL,yuksek_kazanc,deep_value,2.00,80.16,20000
HALKB,yuksek_kazanc,deep_value,2.00,73.50,20000
SAHOL,yuksek_kazanc,holding_chronic_discount,2.00,63.01,20000
CASH,cash,reserve,0.00,,0
