# Portfolio Plan,agresif,capital_tl=1000000
ticker,sleeve,sub_category,weight_pct,composite,capital_allocation_tl
GARAN,core,banking_intrinsic,7.26,82.76,72630
CWENE,core,,6.73,76.73,67338
AKBNK,core,banking_intrinsic,6.61,75.29,66077
YKBNK,core,banking_intrinsic,6.23,70.98,62291
ARCLK,core,,6.14,70.01,61443
LOGO,core,,5.98,68.14,59801
DOAS,core,,5.89,67.13,58913
TTRAK,core,,5.88,66.99,58795
GEDIK,core,,5.86,66.75,58586
ENJSA,core,,5.54,63.09,55368
EREGL,core,,5.39,61.40,53885
ISCTR,core,banking_intrinsic,5.38,61.27,53770
HLGYO,core,,5.22,59.50,52222
TCELL,core,,4.89,55.70,48882
TRALT,yuksek_kazanc,deep_value,2.00,59.34,20000
CCOLA,yuksek_kazanc,deep_value,2.00,77.69,20000
FROTO,yuksek_kazanc,deep_value,2.00,75.34,20000
AEFES,yuksek_kazanc,deep_value,2.00,71.75,20000
AKSA,yuksek_kazanc,deep_value,2.00,76.12,20000
MAVI,yuksek_kazanc,deep_value,2.00,76.13,20000
OYAKC,yuksek_kazanc,deep_value,2.00,77.50,20000
KCAER,yuksek_kazanc,deep_value,2.00,74.42,20000
VESBE,yuksek_kazanc,deep_value,2.00,69.51,20000
ISMEN,yuksek_kazanc,deep_value,2.00,78.08,20000
BOSSA,yuksek_kazanc,mature_transition,2.00,59.57,20000
ARENA,yuksek_kazanc,deep_value,2.00,81.66,20000
INDES,yuksek_kazanc,deep_value,2.00,78.27,20000
EUREN,yuksek_kazanc,deep_value,2.00,68.85,20000
KUYAS,yuksek_kazanc,deep_value,2.00,65.34,20000
AGHOL,yuksek_kazanc,deep_value,2.00,80.16,20000
ISGYO,yuksek_kazanc,mature_transition,2.00,54.36,20000
KLGYO,yuksek_kazanc,deep_value,2.00,70.69,20000
GOODY,yuksek_kazanc,deep_value,2.00,74.07,20000
HALKB,yuksek_kazanc,deep_value,2.00,73.50,20000
SAHOL,yuksek_kazanc,holding_chronic_discount,2.00,62.87,20000
CASH,cash,reserve,0.00,,0
