ticker,success,is_banking,model_used,lifecycle_stage,lifecycle_sub,value_per_share_tl,market_price_tl,upside_pct,damodaran_verdict,equity_value_tl,shares_outstanding,wacc,normalized_margin,periods_fetched,items_mapped,errors
ENERY,True,False,industrial_fcff,mature_growth,"stable,capital_intensive",2.12,8.98,-76.43,SAT,19.05B,9000000000,13.83%,9.61%,8,12,
ODAS,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",5.99,8.05,-25.64,IZLE-SAT,8.38B,1400000000,14.26%,11.95%,16,12,
EUPWR,False,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",,59.50,,UNKNOWN,,,,20.48%,8,12,Current revenue is None | DCF execution returned None
TRENJ,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",92.84,93.35,-0.54,BEKLE,24.12B,259785561,14.41%,35.17%,16,12,
IZENR,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",3.14,10.75,-70.78,SAT,7.68B,2443750000,14.05%,15.19%,8,12,
PASEU,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",1.96,109.40,-98.21,SAT,1.32B,672000000,13.80%,12.52%,8,12,
SISE,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",25.24,49.12,-48.62,SAT,77.31B,3063214056,11.16%,11.95%,12,12,
SASA,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",-1.79,3.33,-153.71,SAT,-78.36B,43815615361,10.71%,10.91%,16,12,
GUBRF,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",114.56,597.50,-80.83,SAT,38.26B,334000000,11.85%,10.78%,16,12,
CIMSA,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",19.84,59.00,-66.38,SAT,18.76B,945591094,11.03%,17.01%,16,12,
BTCIM,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",0.20,6.45,-96.96,SAT,1.09B,5580000000,12.65%,8.10%,16,12,
KUYAS,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",2347.50,87.50,2582.85,AL,939.00B,400000000,11.78%,16027.42%,16,12,
BSOKE,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",-1.64,39.20,-104.18,SAT,-2.62B,1600000000,12.33%,2.14%,16,12,
MAGEN,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",-0.05,62.05,-100.09,SAT,-0.16B,2950000000,12.50%,45.38%,8,12,
SARKY,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",9.91,28.12,-64.77,SAT,9.91B,1000000000,10.79%,4.30%,16,12,
BALSU,False,False,decline_dcf,decline,"cyclical,capital_intensive",,14.91,,UNKNOWN,,,,,4,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
ANSGR,False,False,none,,,,30.74,,UNKNOWN,,,,,0,0,Pipeline error: ValueError: No items in response for ANSGR
GRSEL,False,False,none,,,,327.00,,UNKNOWN,,,,,0,0,Pipeline error: ValueError: No items in response for GRSEL
TURSG,False,False,none,,,,14.88,,UNKNOWN,,,,,0,0,Pipeline error: ValueError: No items in response for TURSG
DOAS,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",279.57,188.30,48.47,AL,61.51B,220000000,12.91%,7.27%,16,12,
BRYAT,False,False,decline_dcf,decline,"cyclical,asset_light",,2212.00,,UNKNOWN,,,,,16,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
OBAMS,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",3.91,8.45,-53.78,SAT,11.24B,2876530554,14.16%,6.52%,8,12,
PAHOL,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",0.25,1.67,-84.82,SAT,5.07B,20000000000,14.40%,69.73%,4,12,
PSGYO,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",-1.97,3.35,-158.71,SAT,-13.57B,6900847276,11.21%,9.36%,8,12,
RALYH,False,False,distress_dcf,distress,"cyclical,capital_intensive",,385.75,,UNKNOWN,,,,,16,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
MIATK,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",20.58,47.88,-57.03,SAT,10.16B,494000000,13.35%,50.61%,8,12,
REEDR,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",5.25,8.00,-34.39,SAT,4.99B,950000000,13.60%,26.21%,8,12,
GESAN,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",34.68,58.40,-40.62,SAT,15.95B,460000000,13.66%,21.51%,8,12,
CANTE,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",0.78,1.83,-57.25,SAT,7.80B,9974175415,14.39%,17.63%,8,12,
CVKMD,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",3.17,37.22,-91.48,SAT,4.44B,1400000000,12.41%,27.87%,8,12,
EFOR,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",1.79,12.40,-85.55,SAT,3.90B,2178000000,11.81%,9.76%,4,12,
FENER,False,False,distress_dcf,distress,"cyclical,capital_intensive",,3.52,,UNKNOWN,,,,,16,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
KLRHO,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",4.24,122.40,-96.54,SAT,6.88B,1625000000,13.87%,15.33%,8,12,
AGHOL,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",78.63,36.00,118.42,AL,191.49B,2435345180,11.71%,6.07%,16,12,
ALTNY,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",3.85,17.71,-78.28,SAT,3.85B,1000000000,13.02%,28.90%,4,12,
ASTOR,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",45.83,320.75,-85.71,SAT,45.74B,998000000,13.70%,26.27%,8,12,
BRSAN,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",42.93,620.50,-93.08,SAT,6.09B,141771582,11.98%,6.26%,16,12,
DAPGM,True,False,cyclical_dcf,mature_growth,"cyclical,asset_light",7.78,10.49,-25.81,IZLE-SAT,20.62B,2650000000,12.87%,44.81%,8,12,
DSTKF,False,False,none,,,,2775.00,,UNKNOWN,,,,,0,0,Pipeline error: ValueError: No items in response for DSTKF
GLRMK,True,False,industrial_fcff,mature_stable,"stable,capital_intensive",114.25,197.00,-42.01,SAT,36.86B,322600000,10.57%,8.64%,4,12,
GRTHO,True,False,industrial_fcff,mature_stable,"stable,capital_intensive",28.39,250.50,-88.67,SAT,3.55B,125000000,13.83%,15.89%,8,12,
PATEK,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",-0.32,26.88,-101.17,SAT,-0.21B,674934432,13.18%,0.32%,8,12,
TABGD,False,False,young_firm_dcf,high_growth,"cyclical,capital_intensive",,275.50,,UNKNOWN,,,,,8,12,Model young_firm_dcf orchestration TBD (Faz 2.3.x)
TUREX,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",3.62,8.99,-59.78,SAT,3.91B,1080000000,13.41%,13.70%,8,12,
EKGYO,True,False,industrial_fcff,mature_stable,"stable,capital_intensive",14.82,21.70,-31.71,SAT,54.26B,3661120138,13.43%,25.62%,16,12,
GENIL,True,False,industrial_fcff,mature_growth,"stable,capital_intensive",1.59,8.59,-81.51,SAT,7.15B,4500000000,13.27%,6.07%,8,12,
MPARK,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",279.17,491.50,-43.20,SAT,28.51B,102122233,12.28%,13.95%,12,12,
GSRAY,False,False,distress_dcf,distress,cyclical,,1.20,,UNKNOWN,,,,,16,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
KTLEV,False,False,none,,,,115.30,,UNKNOWN,,,,,0,0,Pipeline error: ValueError: No items in response for KTLEV
QUAGR,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",5.16,3.89,32.60,AL,13.62B,2640000000,11.36%,26.64%,8,12,
KLNMA,False,False,none,,,,9.60,,UNKNOWN,,,,,0,0,Pipeline error: ValueError: No items in response for KLNMA
QNBTR,False,False,none,,,,247.00,,UNKNOWN,,,,,0,0,Pipeline error: ValueError: No items in response for QNBTR
AGESA,False,False,none,,,,248.90,,UNKNOWN,,,,,0,0,Pipeline error: ValueError: No items in response for AGESA
ANHYT,False,False,none,,,,115.30,,UNKNOWN,,,,,0,0,Pipeline error: ValueError: No items in response for ANHYT
AKGRT,False,False,none,,,,7.65,,UNKNOWN,,,,,0,0,Pipeline error: ValueError: No items in response for AKGRT
RAYSG,False,False,none,,,,204.00,,UNKNOWN,,,,,0,0,Pipeline error: ValueError: No items in response for RAYSG
GLYHO,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",-6.13,15.99,-138.32,SAT,-11.95B,1950000000,7.89%,24.54%,16,12,
NTHOL,True,False,industrial_fcff,mature_stable,"stable,capital_intensive",32.23,40.58,-20.58,IZLE-SAT,14.70B,456040861,13.45%,14.71%,16,12,
AVHOL,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",-1.09,40.12,-102.72,SAT,-0.04B,37250000,12.94%,7.04%,16,12,
IEYHO,False,False,distress_dcf,distress,"cyclical,capital_intensive",,100.70,,UNKNOWN,,,,,16,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
POLHO,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",4.07,21.00,-80.64,SAT,3.08B,758500000,13.58%,10.03%,16,12,
GOZDE,False,False,distress_dcf,distress,"cyclical,asset_light",,21.06,,UNKNOWN,,,,,16,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
MZHLD,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",7.57,6.60,14.68,IZLE-AL,0.82B,108559000,14.19%,6.41%,16,12,
TRHOL,False,False,distress_dcf,distress,"cyclical,capital_intensive",,1299.00,,UNKNOWN,,,,,16,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
AKFGY,False,False,decline_dcf,decline,cyclical,,3.05,,UNKNOWN,,,,,16,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
AKMGY,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",114.55,265.00,-56.77,SAT,4.27B,37264000,14.42%,65.56%,16,12,
ALGYO,True,False,cyclical_dcf,mature_stable,"cyclical,asset_light",4.84,7.34,-34.08,SAT,9.82B,2028600000,13.51%,541.36%,16,12,
ASGYO,False,False,none,,,,12.46,,UNKNOWN,,,,,0,0,Pipeline error: ValueError: No items in response for ASGYO
ATAGY,False,False,none,,,,13.16,,UNKNOWN,,,,,0,0,Pipeline error: ValueError: No items in response for ATAGY
AVGYO,True,False,industrial_fcff,mature_stable,"stable,capital_intensive",8.23,13.04,-36.91,SAT,0.92B,111600000,14.42%,53.73%,16,12,
DGGYO,False,False,none,,,,,,UNKNOWN,,,,,0,0,Pipeline error: ValueError: No items in response for DGGYO
HLGYO,True,False,industrial_fcff,mature_stable,"stable,capital_intensive",7.91,,,UNKNOWN,29.67B,3752699766,13.17%,279.31%,16,12,
IDGYO,False,False,distress_dcf,distress,"cyclical,asset_light",,3.35,,UNKNOWN,,,,,16,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
ISGYO,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",33.25,20.50,62.22,AL,31.88B,958750000,13.59%,138.36%,16,12,
KLGYO,True,False,industrial_fcff,mature_stable,"stable,capital_intensive",13.73,5.26,161.06,AL,19.16B,1395000000,14.33%,31.41%,16,12,
NUGYO,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",13.57,10.05,35.06,AL,4.55B,335348000,14.22%,51.71%,16,12,
AKCNS,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",126.73,209.70,-39.56,SAT,24.26B,191447068,13.40%,13.76%,16,12,
AYGAZ,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",95.36,286.50,-66.72,SAT,20.96B,219800767,14.11%,3.06%,16,12,
BAGFS,False,False,decline_dcf,decline,"cyclical,capital_intensive",,36.20,,UNKNOWN,,,,,16,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
BANVT,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",136.26,162.70,-16.25,IZLE-SAT,13.63B,100023579,12.97%,3.43%,16,12,
BRISA,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",76.47,,,UNKNOWN,23.33B,305116875,10.99%,9.31%,16,12,
CLEBI,False,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",,1824.00,,UNKNOWN,,,,13.21%,16,12,Current revenue is None | DCF execution returned None
CRFSA,False,False,none,,,,146.20,,UNKNOWN,,,,,0,0,Pipeline error: ValueError: No items in response for CRFSA
DEVA,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",56.29,69.60,-19.13,IZLE-SAT,11.26B,200019288,12.49%,19.12%,16,12,
DOCO,False,False,none,,,,9800.00,,UNKNOWN,,,,,0,0,Pipeline error: ValueError: No items in response for DOCO
TTRAK,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",606.61,457.75,32.52,AL,60.70B,100066875,11.33%,11.83%,16,12,
MNDRS,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",8.19,13.38,-38.79,SAT,2.27B,277292576,12.54%,9.27%,16,12,
AYDEM,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",-0.85,28.10,-103.01,SAT,-0.60B,705000000,10.44%,45.53%,8,12,
AYEN,False,False,none,,,,35.78,,UNKNOWN,,,,,0,0,Pipeline error: ValueError: No items in response for AYEN
KRDMA,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",29.51,39.04,-24.40,IZLE-SAT,7.09B,240303646,13.72%,8.98%,16,12,
KRDMB,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",29.51,86.30,-65.80,SAT,3.53B,119470352,13.72%,8.98%,16,12,
KAREL,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",4.55,12.76,-64.35,SAT,3.67B,805885530,8.55%,8.86%,16,12,
KFEIN,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",6.33,9.41,-32.77,SAT,1.25B,197500000,14.33%,11.81%,12,12,
KRONT,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",2.30,21.32,-89.19,SAT,0.39B,171222156,12.87%,19.07%,16,12,
NETCD,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",25.47,141.30,-81.98,SAT,3.49B,137000000,14.21%,52.77%,4,12,
PENTA,True,False,industrial_fcff,mature_stable,stable,16.64,15.18,9.64,BEKLE,6.55B,393516000,14.23%,3.37%,8,12,
SMART,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",8.83,37.44,-76.42,SAT,0.28B,31862500,13.13%,21.70%,12,12,
INVEO,False,False,decline_dcf,decline,"cyclical,asset_light",,7.76,,UNKNOWN,,,,,16,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
GOODY,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",42.04,16.29,158.09,AL,11.35B,270000000,12.09%,5.74%,16,12,
JANTS,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",9.47,17.79,-46.75,SAT,6.63B,700000000,13.41%,18.07%,16,12,
INTEK,False,False,distress_dcf,distress,"cyclical,capital_intensive",,244.90,,UNKNOWN,,,,,16,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
EBEBK,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",8.20,75.90,-89.19,SAT,1.31B,160000000,12.13%,1.09%,8,12,
EDIP,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",40.53,41.68,-2.76,BEKLE,2.63B,65000000,12.44%,114.69%,16,12,
EGEGY,False,False,distress_dcf,distress,"cyclical,capital_intensive",,31.84,,UNKNOWN,,,,,4,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
HUBVC,False,False,decline_dcf,decline,"cyclical,capital_intensive",,3.79,,UNKNOWN,,,,,16,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
KOTON,False,False,decline_dcf,decline,"cyclical,capital_intensive",,15.68,,UNKNOWN,,,,,4,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
MOPAS,False,False,decline_dcf,decline,"stable,capital_intensive",,41.52,,UNKNOWN,,,,,4,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
MOGAN,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",-8.28,15.02,-155.13,SAT,-20.21B,2440108000,11.70%,16.09%,8,12,
NUHCM,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",153.35,246.10,-37.69,SAT,23.03B,150213600,13.67%,15.43%,16,12,
ORCAY,True,False,industrial_fcff,mature_stable,"stable,capital_intensive",2.09,4.22,-50.55,SAT,0.50B,240000000,10.26%,22.31%,8,12,
PETUN,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",7.82,13.73,-43.05,SAT,2.37B,303345000,12.87%,5.84%,16,12,
SUNTK,True,False,industrial_fcff,mature_growth,"stable,capital_intensive",21.57,37.70,-42.78,SAT,10.24B,474600000,12.66%,11.15%,8,12,
AVOD,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",1.64,5.15,-68.11,SAT,0.44B,270000000,11.52%,10.28%,16,12,
BERA,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",14.11,18.20,-22.49,IZLE-SAT,9.64B,683200000,13.79%,9.40%,16,12,
BFREN,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",15.09,147.60,-89.78,SAT,1.85B,122522806,11.74%,12.09%,16,12,
DAGI,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",-3.31,7.47,-144.28,SAT,-1.32B,400000000,10.89%,-0.40%,16,12,
GEDIK,True,False,cyclical_dcf,mature_growth,"cyclical,asset_light",6.95,5.73,21.22,IZLE-AL,13.89B,2000000000,9.12%,1.84%,16,12,
GENTS,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",4.30,8.50,-49.38,SAT,3.23B,750000000,13.53%,11.22%,16,12,
ECZYT,False,False,industrial_fcff,mature_stable,stable,,401.00,,UNKNOWN,,,,-0.09%,16,12,Current revenue is None | DCF execution returned None
DGATE,True,False,cyclical_dcf,mature_growth,"cyclical,asset_light",61.56,106.40,-42.15,SAT,1.84B,29841960,14.17%,2.89%,16,12,
HEDEF,False,False,decline_dcf,decline,"cyclical,capital_intensive",,147.40,,UNKNOWN,,,,,8,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
