# Portfolio Plan,dengeli,capital_tl=1000000
ticker,sleeve,sub_category,weight_pct,composite,capital_allocation_tl
GARAN,core,banking_intrinsic,7.70,82.76,77005
CWENE,core,,7.14,76.73,71394
AKBNK,core,banking_intrinsic,7.01,75.29,70057
YKBNK,core,banking_intrinsic,6.60,70.98,66044
ARCLK,core,,6.51,70.01,65144
LOGO,core,,6.34,68.14,63404
DOAS,core,,6.25,67.13,62462
TTRAK,core,,6.23,66.99,62337
GEDIK,core,,6.21,66.75,62115
ENJSA,core,,5.87,63.09,58704
EREGL,core,,5.71,61.40,57131
ISCTR,core,banking_intrinsic,5.70,61.27,57009
HLGYO,core,,5.54,59.50,55367
TCELL,core,,5.18,55.70,51827
TRALT,yuksek_kazanc,deep_value,2.00,59.34,20000
CCOLA,yuksek_kazanc,deep_value,2.00,77.69,20000
FROTO,yuksek_kazanc,deep_value,2.00,75.34,20000
AEFES,yuksek_kazanc,deep_value,2.00,71.75,20000
AKSA,yuksek_kazanc,deep_value,2.00,76.12,20000
MAVI,yuksek_kazanc,deep_value,2.00,76.13,20000
OYAKC,yuksek_kazanc,deep_value,2.00,77.50,20000
KCAER,yuksek_kazanc,deep_value,2.00,74.42,20000
VESBE,yuksek_kazanc,deep_value,2.00,69.51,20000
ISMEN,yuksek_kazanc,deep_value,2.00,78.08,20000
BOSSA,yuksek_kazanc,mature_transition,2.00,59.57,20000
ARENA,yuksek_kazanc,deep_value,2.00,81.66,20000
INDES,yuksek_kazanc,deep_value,2.00,78.27,20000
EUREN,yuksek_kazanc,deep_value,2.00,68.85,20000
KUYAS,yuksek_kazanc,deep_value,2.00,65.34,20000
AGHOL,yuksek_kazanc,deep_value,2.00,80.16,20000
ISGYO,yuksek_kazanc,mature_transition,2.00,54.36,20000
KLGYO,yuksek_kazanc,deep_value,2.00,70.69,20000
GOODY,yuksek_kazanc,deep_value,2.00,74.07,20000
HALKB,yuksek_kazanc,deep_value,2.00,73.50,20000
SAHOL,yuksek_kazanc,holding_chronic_discount,2.00,62.87,20000
CASH,cash,reserve,0.00,,0
