# Portfolio Plan,dengeli,capital_tl=1000000
ticker,sleeve,sub_category,weight_pct,composite,capital_allocation_tl
GARAN,core,banking_intrinsic,7.28,82.95,72770
CWENE,core,,6.87,78.37,68748
AKBNK,core,banking_intrinsic,6.55,74.65,65488
YKBNK,core,banking_intrinsic,6.25,71.24,62497
ARCLK,core,,6.11,69.71,61150
LOGO,core,,6.11,69.69,61135
TKNSA,core,,5.78,65.90,57810
EREGL,core,,5.59,63.69,55873
ENJSA,core,,5.46,62.27,54623
ISCTR,core,banking_intrinsic,5.41,61.64,54074
TCELL,core,,4.93,56.18,49280
INFO,yuksek_kazanc,deep_value,2.10,82.18,20971
ARENA,yuksek_kazanc,deep_value,2.01,78.71,20085
TRALT,yuksek_kazanc,deep_value,2.00,59.34,20000
CCOLA,yuksek_kazanc,deep_value,2.00,77.69,20000
FROTO,yuksek_kazanc,deep_value,2.00,75.28,20000
AEFES,yuksek_kazanc,deep_value,2.00,71.75,20000
AKSA,yuksek_kazanc,deep_value,2.00,76.12,20000
MAVI,yuksek_kazanc,deep_value,2.00,76.13,20000
OYAKC,yuksek_kazanc,deep_value,2.00,77.50,20000
KCAER,yuksek_kazanc,deep_value,2.00,74.42,20000
VESBE,yuksek_kazanc,deep_value,2.00,69.51,20000
ISMEN,yuksek_kazanc,deep_value,2.00,78.08,20000
BOSSA,yuksek_kazanc,mature_transition,2.00,59.26,20000
INDES,yuksek_kazanc,deep_value,2.00,78.27,20000
EUREN,yuksek_kazanc,deep_value,2.00,68.85,20000
HALKB,yuksek_kazanc,deep_value,2.00,73.50,20000
SAHOL,yuksek_kazanc,holding_chronic_discount,2.00,63.93,20000
CASH,cash,reserve,0.00,,0
