# Portfolio Plan,dengeli,capital_tl=1000000
ticker,sleeve,sub_category,weight_pct,composite,capital_allocation_tl
GARAN,core,banking_intrinsic,7.78,82.95,77771
CWENE,core,,7.35,78.37,73472
AKBNK,core,banking_intrinsic,7.00,74.65,69989
YKBNK,core,banking_intrinsic,6.68,71.24,66792
ARCLK,core,,6.54,69.71,65352
LOGO,core,,6.53,69.69,65336
TKNSA,core,,6.18,65.90,61783
EREGL,core,,5.97,63.69,59712
ENJSA,core,,5.84,62.27,58376
ISCTR,core,banking_intrinsic,5.78,61.64,57790
TCELL,core,,5.27,56.18,52667
TRALT,yuksek_kazanc,deep_value,2.00,59.34,20000
CCOLA,yuksek_kazanc,deep_value,2.00,77.69,20000
FROTO,yuksek_kazanc,deep_value,2.00,75.28,20000
AEFES,yuksek_kazanc,deep_value,2.00,71.75,20000
AKSA,yuksek_kazanc,deep_value,2.00,76.12,20000
MAVI,yuksek_kazanc,deep_value,2.00,76.13,20000
OYAKC,yuksek_kazanc,deep_value,2.00,77.50,20000
KCAER,yuksek_kazanc,deep_value,2.00,74.42,20000
INFO,yuksek_kazanc,deep_value,2.00,82.18,20000
VESBE,yuksek_kazanc,deep_value,2.00,69.51,20000
ISMEN,yuksek_kazanc,deep_value,2.00,78.08,20000
BOSSA,yuksek_kazanc,mature_transition,2.00,59.26,20000
ARENA,yuksek_kazanc,deep_value,2.00,78.71,20000
INDES,yuksek_kazanc,deep_value,2.00,78.27,20000
EUREN,yuksek_kazanc,deep_value,2.00,68.85,20000
HALKB,yuksek_kazanc,deep_value,2.00,73.50,20000
SAHOL,yuksek_kazanc,holding_chronic_discount,2.00,63.93,20000
CASH,cash,reserve,0.00,,0
