ticker,success,is_banking,model_used,lifecycle_stage,lifecycle_sub,value_per_share_tl,market_price_tl,upside_pct,damodaran_verdict,equity_value_tl,shares_outstanding,wacc,normalized_margin,periods_fetched,items_mapped,errors
NETAS,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",-64.70,,,UNKNOWN,-4.21B,65000000,6.04%,-1.22%,16,12,
TAVHL,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",85.84,302.00,-71.58,SAT,31.18B,363281250,9.92%,19.61%,16,12,
AKSGY,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",9.36,8.86,5.67,BEKLE,11.23B,1200000000,13.97%,68.10%,16,12,
AKSEN,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",2.10,84.05,-97.50,SAT,2.58B,1226750000,11.15%,13.27%,16,12,
BIZIM,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",19.12,27.74,-31.07,SAT,1.15B,60000000,9.33%,0.44%,16,12,
MAVI,False,False,none,,,,43.34,,UNKNOWN,,,,,0,0,Pipeline error: ValueError: No items in response for MAVI
LOGO,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",235.06,140.90,66.82,AL,5.88B,25000000,14.39%,22.43%,16,12,
ASUZU,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",3.92,70.25,-94.42,SAT,0.12B,30000000,11.68%,2.44%,16,12,
TKFEN,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",15.15,141.30,-89.28,SAT,5.61B,370000000,11.90%,2.12%,16,12,
VESTL,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",-112.81,28.84,-491.17,SAT,-42.25B,374500000,9.86%,2.17%,16,12,
OYAKC,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",93.63,24.56,281.24,AL,43.07B,460000000,14.38%,24.56%,16,12,
KARSN,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",2.78,11.60,-76.02,SAT,2.00B,720000000,10.02%,8.13%,16,12,
DOHOL,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",8.33,22.84,-63.51,SAT,21.81B,2616938288,11.96%,5.14%,16,12,
GARAN,True,True,banking_ddm,,,197.28,136.70,44.32,AL,828.59B,4200000000,11.09%,,0,0,
AKBNK,True,True,banking_ddm,,,98.96,77.70,27.36,IZLE-AL,514.58B,5200000000,11.09%,,0,0,
YKBNK,True,True,banking_ddm,,,38.96,37.60,3.62,BEKLE,329.11B,8447051284,11.09%,,0,0,
ISCTR,True,True,banking_ddm,,,17.19,14.31,20.16,IZLE-AL,154.75B,9000000000,11.09%,,0,0,
HALKB,True,True,banking_ddm,,,142.24,39.86,256.86,AL,177.80B,1250000000,11.09%,,0,0,
KCHOL,True,False,holding_sotp,,,190.16,205.00,-7.24,BEKLE,482.22B,2535898345,,,0,0,
SAHOL,True,False,holding_sotp,,,181.24,98.15,84.65,AL,369.79B,2040403931,,,0,0,
