# Portfolio Plan,konservatif,capital_tl=1000000
ticker,sleeve,sub_category,weight_pct,composite,capital_allocation_tl
GARAN,core,banking_intrinsic,10.42,82.95,104201
CWENE,core,,9.84,78.37,98441
AKBNK,core,banking_intrinsic,9.38,74.65,93774
YKBNK,core,banking_intrinsic,8.95,71.24,89490
ARCLK,core,,8.76,69.71,87561
LOGO,core,,8.75,69.69,87540
TKNSA,core,,8.28,65.90,82779
EREGL,core,,8.00,63.69,80005
ENJSA,core,,7.82,62.27,78215
ISCTR,core,banking_intrinsic,7.74,61.64,77430
TCELL,core,,7.06,56.18,70565
TRALT,yuksek_kazanc,deep_value,2.00,59.34,20000
CCOLA,yuksek_kazanc,deep_value,2.00,77.69,20000
FROTO,yuksek_kazanc,deep_value,2.00,75.28,20000
AEFES,yuksek_kazanc,deep_value,2.00,71.75,20000
AKSA,yuksek_kazanc,deep_value,2.00,76.12,20000
MAVI,yuksek_kazanc,deep_value,2.00,76.13,20000
OYAKC,yuksek_kazanc,deep_value,2.00,77.50,20000
KCAER,yuksek_kazanc,deep_value,2.00,74.42,20000
INFO,yuksek_kazanc,deep_value,2.00,82.18,20000
VESBE,yuksek_kazanc,deep_value,2.00,69.51,20000
ISMEN,yuksek_kazanc,deep_value,2.00,78.08,20000
BOSSA,yuksek_kazanc,mature_transition,2.00,59.26,20000
ARENA,yuksek_kazanc,deep_value,2.00,78.71,20000
INDES,yuksek_kazanc,deep_value,2.00,78.27,20000
EUREN,yuksek_kazanc,deep_value,2.00,68.85,20000
HALKB,yuksek_kazanc,deep_value,2.00,73.50,20000
SAHOL,yuksek_kazanc,holding_chronic_discount,2.00,63.93,20000
CASH,cash,reserve,0.00,,0
