ticker,success,is_banking,model_used,lifecycle_stage,lifecycle_sub,value_per_share_tl,market_price_tl,upside_pct,damodaran_verdict,equity_value_tl,shares_outstanding,wacc,normalized_margin,periods_fetched,items_mapped,errors
IHGZT,False,False,distress_dcf,distress,"cyclical,capital_intensive",,1.52,,UNKNOWN,,,,,16,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
IHLGM,False,False,distress_dcf,distress,"cyclical,capital_intensive",,2.35,,UNKNOWN,,,,,16,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
IHYAY,False,False,distress_dcf,distress,"cyclical,capital_intensive",,1.86,,UNKNOWN,,,,,16,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
IMASM,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",2.19,3.79,-42.23,SAT,2.03B,925000000,13.97%,17.40%,8,12,
INGRM,True,False,industrial_fcff,mature_growth,"stable,asset_light",33.76,459.25,-92.65,SAT,0.81B,24000000,8.97%,2.40%,16,12,
INVES,False,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",,574.50,,UNKNOWN,,,,320.15%,8,12,Current revenue is None | DCF execution returned None
ISBIR,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",-105.25,83.75,-225.67,SAT,-3.41B,32387040,12.29%,-2.55%,16,12,
ISDMR,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",50.17,53.00,-5.34,BEKLE,145.49B,2900000000,12.56%,18.88%,16,12,
ISFIN,False,False,none,,,,20.42,,UNKNOWN,,,,,0,0,Pipeline error: ValueError: No items in response for ISFIN
ISKPL,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",1.16,22.50,-94.83,SAT,1.74B,1500000000,12.12%,14.77%,8,12,
ISKUR,False,False,none,,,,2702000.00,,UNKNOWN,,,,,0,0,Pipeline error: ValueError: No items in response for ISKUR
ISSEN,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",12.58,8.36,50.54,AL,5.34B,424397982,12.04%,21.70%,8,12,
ISYAT,False,False,decline_dcf,decline,"cyclical,asset_light",,8.68,,UNKNOWN,,,,,16,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
IZFAS,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",0.79,60.55,-98.69,SAT,0.14B,177187500,12.50%,8.09%,16,12,
IZINV,False,False,distress_dcf,distress,"cyclical,asset_light",,71.05,,UNKNOWN,,,,,16,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
IZMDC,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",-10.46,7.34,-242.51,SAT,-15.69B,1500000000,10.01%,1.83%,16,12,
KATMR,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",0.56,2.94,-81.05,SAT,1.20B,2153250000,12.93%,22.90%,16,12,
KAYSE,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",5.11,5.12,-0.16,BEKLE,15.34B,3000000000,12.59%,11.46%,8,12,
KBORU,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",3.23,26.72,-87.90,SAT,1.94B,600000000,12.51%,11.43%,8,12,
KERVN,False,False,distress_dcf,distress,"cyclical,capital_intensive",,4.21,,UNKNOWN,,,,,16,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
KGYO,False,False,decline_dcf,decline,"cyclical,asset_light",,12.75,,UNKNOWN,,,,,16,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
KIMMR,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",2.98,16.56,-82.00,SAT,0.72B,240000000,11.28%,1.69%,8,12,
KLKIM,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",18.28,35.32,-48.25,SAT,8.41B,460000000,13.74%,14.77%,8,12,
KLSER,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",-8.54,29.30,-129.13,SAT,-4.39B,514778661,10.83%,0.79%,8,12,
KLSYN,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",4.58,12.49,-63.33,SAT,1.98B,431419816,13.30%,16.16%,8,12,
KLYPV,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",-3.77,58.90,-106.40,SAT,-1.55B,411441018,10.06%,18.74%,4,12,
KMPUR,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",35.07,21.92,60.00,AL,17.05B,486200000,9.67%,15.29%,8,12,
KNFRT,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",9.97,11.88,-16.09,IZLE-SAT,2.63B,264000000,13.76%,14.23%,16,12,
KOCMT,False,False,decline_dcf,decline,"stable,capital_intensive",,2.68,,UNKNOWN,,,,,4,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
KONKA,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",9.09,16.39,-44.53,SAT,3.55B,390000000,14.37%,17.66%,8,12,
KONYA,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",630.93,4285.00,-85.28,SAT,3.07B,4873440,13.37%,9.69%,16,12,
KOPOL,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",3.49,5.82,-40.00,SAT,4.53B,1296960000,12.31%,14.42%,8,12,
KRGYO,True,False,industrial_fcff,mature_stable,"stable,capital_intensive",0.42,2.90,-85.41,SAT,0.42B,990000000,13.71%,45.42%,16,12,
KRPLS,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",5.40,9.34,-42.21,SAT,0.94B,174600000,11.58%,6.14%,8,12,
KRSTL,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",1.37,9.54,-85.69,SAT,0.26B,192000000,14.33%,1.44%,16,12,
KRTEK,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",44.70,24.76,80.53,AL,1.57B,35100498,10.32%,17.59%,16,12,
KRVGD,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",4.41,3.09,42.65,AL,9.52B,2159961700,10.57%,14.30%,8,12,
KSTUR,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",373.37,3062.50,-87.81,SAT,1.58B,4244587,14.42%,74.86%,16,12,
KTSKR,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",77.67,122.60,-36.65,SAT,3.57B,46000000,14.24%,14.22%,8,12,
KUTPO,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",56.31,98.85,-43.04,SAT,2.25B,39916800,14.24%,8.46%,16,12,
KUVVA,False,False,distress_dcf,distress,"cyclical,capital_intensive",,142.00,,UNKNOWN,,,,,16,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
KZBGY,True,False,industrial_fcff,mature_stable,stable,15.97,3.41,368.32,AL,63.88B,4000000000,13.84%,130.41%,8,12,
LIDER,True,False,industrial_fcff,mature_stable,"stable,capital_intensive",0.04,108.10,-99.96,SAT,0.04B,814125000,12.83%,5.72%,12,12,
LIDFA,False,False,none,,,,3.47,,UNKNOWN,,,,,0,0,Pipeline error: ValueError: No items in response for LIDFA
LILAK,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",40.44,35.22,14.83,IZLE-AL,23.86B,590000000,13.01%,20.18%,4,12,
LINK,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",0.37,6.13,-93.98,SAT,0.33B,891754956,14.42%,22.44%,16,12,
LKMNH,False,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",,15.42,,UNKNOWN,,,,9.85%,16,12,Current revenue is None | DCF execution returned None
LRSHO,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",0.09,4.02,-97.80,SAT,0.07B,764193492,14.13%,2.37%,16,12,
LUKSK,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",17.56,108.10,-83.76,SAT,0.49B,28000000,13.47%,20.05%,16,12,
LXGYO,False,False,distress_dcf,distress,"cyclical,capital_intensive",,17.49,,UNKNOWN,,,,,4,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
LYDHO,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",3.43,195.00,-98.24,SAT,1.21B,351991314,14.42%,98.00%,16,12,
LYDYE,False,False,distress_dcf,distress,"cyclical,capital_intensive",,16290.00,,UNKNOWN,,,,,16,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
MAALT,False,False,distress_dcf,distress,"cyclical,capital_intensive",,1097.00,,UNKNOWN,,,,,16,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
MACKO,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",30.93,44.00,-29.69,IZLE-SAT,3.09B,100000000,14.31%,60.27%,8,12,
MAKIM,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",19.72,17.12,15.20,IZLE-AL,2.21B,112000000,12.82%,29.59%,8,12,
MAKTK,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",2.81,14.40,-80.46,SAT,0.56B,200000000,13.80%,6.52%,16,12,
MANAS,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",0.03,29.60,-99.91,SAT,0.01B,331056000,11.32%,18.39%,8,12,
MARBL,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",5.23,14.02,-62.68,SAT,1.20B,228600000,12.52%,9.85%,8,12,
MARKA,False,False,distress_dcf,distress,"cyclical,asset_light",,53.15,,UNKNOWN,,,,,12,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
MARMR,False,False,none,,,,2.85,,UNKNOWN,,,,,0,0,Pipeline error: ValueError: No items in response for MARMR
MCARD,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",30.79,177.60,-82.67,SAT,2.85B,92600000,13.10%,16.01%,4,12,
MEDTR,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",26.11,30.30,-13.84,IZLE-SAT,3.11B,119000000,14.25%,18.62%,8,12,
MEKAG,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",1.55,4.05,-61.70,SAT,1.24B,800000000,13.76%,8.21%,8,12,
MEPET,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",4.55,22.62,-79.86,SAT,0.33B,73298051,13.71%,2.29%,16,12,
MERIT,True,False,cyclical_dcf,mature_stable,"cyclical,asset_light",1.10,16.81,-93.43,SAT,0.37B,336600000,14.42%,35.06%,16,12,
MERKO,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",-0.34,2.35,-114.56,SAT,-0.29B,849999993,12.70%,1.65%,16,12,
METRO,False,False,industrial_fcff,mature_stable,stable,,6.62,,UNKNOWN,,,,1.19%,16,12,Current revenue is None | DCF execution returned None
MEYSU,False,False,decline_dcf,decline,"stable,capital_intensive",,19.95,,UNKNOWN,,,,,4,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
MHRGY,False,False,none,,,,3.79,,UNKNOWN,,,,,0,0,Pipeline error: ValueError: No items in response for MHRGY
MMCAS,False,False,distress_dcf,distress,"cyclical,capital_intensive",,79.00,,UNKNOWN,,,,,16,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
MOBTL,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",4.25,12.80,-66.76,SAT,4.36B,1025000000,13.36%,7.56%,8,12,
MRGYO,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",1.60,1.86,-14.05,IZLE-SAT,3.84B,2400156000,13.54%,504.40%,16,12,
MRSHL,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",80.59,1645.00,-95.10,SAT,0.89B,10994134,11.47%,1.40%,16,12,
MSGYO,False,False,decline_dcf,decline,"cyclical,capital_intensive",,6.88,,UNKNOWN,,,,,12,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
MTRKS,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",7.00,24.42,-71.34,SAT,0.68B,97703710,13.64%,12.70%,8,12,
MTRYO,True,False,cyclical_dcf,mature_growth,"cyclical,asset_light",15.53,10.72,44.84,AL,0.65B,42000000,14.42%,2.31%,16,12,
NIBAS,False,False,distress_dcf,distress,"cyclical,capital_intensive",,6.01,,UNKNOWN,,,,,16,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
NTGAZ,True,False,industrial_fcff,mature_stable,"stable,capital_intensive",8.31,12.59,-33.99,SAT,5.73B,690000000,13.67%,13.50%,8,12,
OFSYM,False,False,young_firm_dcf,high_growth,"cyclical,capital_intensive",,59.20,,UNKNOWN,,,,,8,12,Model young_firm_dcf orchestration TBD (Faz 2.3.x)
ONCSM,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",17.65,274.25,-93.56,SAT,0.42B,23850000,13.19%,14.80%,8,12,
ONRYT,False,False,decline_dcf,decline,"cyclical,capital_intensive",,68.60,,UNKNOWN,,,,,4,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
ORMA,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",-41.48,172.00,-124.11,SAT,-1.13B,27200000,12.44%,3.14%,16,12,
OSMEN,False,False,decline_dcf,decline,"cyclical,asset_light",,7.78,,UNKNOWN,,,,,16,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
OSTIM,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",0.20,2.87,-93.11,SAT,0.12B,590000000,14.13%,5.59%,16,12,
OTTO,False,False,distress_dcf,distress,"cyclical,capital_intensive",,297.00,,UNKNOWN,,,,,16,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
OYAYO,False,False,decline_dcf,decline,"cyclical,asset_light",,54.00,,UNKNOWN,,,,,16,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
OYLUM,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",-0.14,8.91,-101.54,SAT,-0.01B,85000000,13.13%,0.16%,16,12,
OYYAT,False,False,decline_dcf,decline,cyclical,,55.05,,UNKNOWN,,,,,8,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
OZATD,False,False,none,,,,496.50,,UNKNOWN,,,,,0,0,Pipeline error: ValueError: No items in response for OZATD
OZGYO,True,False,industrial_fcff,mature_stable,"stable,capital_intensive",0.34,2.27,-85.14,SAT,0.34B,1000000000,14.41%,56.28%,16,12,
OZRDN,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",5.40,33.04,-83.65,SAT,0.40B,73500000,14.37%,11.58%,16,12,
OZSUB,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",3.54,28.26,-87.48,SAT,0.42B,120000000,9.39%,5.98%,8,12,
OZYSR,False,False,decline_dcf,decline,"cyclical,capital_intensive",,12.06,,UNKNOWN,,,,,4,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
PAGYO,True,False,industrial_fcff,mature_stable,"stable,asset_light",88.14,141.20,-37.58,SAT,7.67B,87000000,14.42%,141.99%,16,12,
PAMEL,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",25.16,89.55,-71.90,SAT,0.78B,31095331,14.37%,167.62%,8,12,
PAPIL,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",1.01,16.59,-93.91,SAT,0.21B,206250000,14.32%,10.99%,12,12,
PCILT,True,False,industrial_fcff,mature_stable,"stable,capital_intensive",22.93,30.68,-25.26,IZLE-SAT,2.54B,110699972,14.31%,5.46%,8,12,
PEKGY,False,False,decline_dcf,decline,"cyclical,capital_intensive",,17.02,,UNKNOWN,,,,,8,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
PINSU,False,False,young_firm_dcf,young,"cyclical,capital_intensive",,11.70,,UNKNOWN,,,,,16,12,Model young_firm_dcf orchestration TBD (Faz 2.3.x)
PKART,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",19.48,163.70,-88.10,SAT,0.44B,22750000,14.42%,3.93%,16,12,
PKENT,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",1.67,154.20,-98.92,SAT,1.39B,829440000,14.42%,22.54%,16,12,
PLTUR,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",33.98,27.20,24.93,IZLE-AL,8.32B,244750000,13.49%,29.54%,8,12,
PNLSN,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",25.94,46.08,-43.71,SAT,1.95B,75000000,14.16%,9.39%,8,12,
POLTK,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",226.73,5495.00,-95.87,SAT,0.85B,3750000,13.30%,17.39%,16,12,
PRDGS,True,False,industrial_fcff,mature_stable,"stable,asset_light",0.57,9.30,-93.82,SAT,0.11B,196000000,14.33%,51.60%,4,12,
PRKME,False,False,decline_dcf,decline,"cyclical,capital_intensive",,20.28,,UNKNOWN,,,,,16,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
PRZMA,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",-0.36,39.06,-100.93,SAT,-0.03B,77449591,13.93%,-1.62%,16,12,
QNBFK,False,False,none,,,,39.50,,UNKNOWN,,,,,0,0,Pipeline error: ValueError: No items in response for QNBFK
RGYAS,True,False,industrial_fcff,mature_stable,"stable,capital_intensive",109.07,182.20,-40.14,SAT,36.10B,331000000,12.99%,86.50%,4,12,
RNPOL,True,False,industrial_fcff,mature_stable,"stable,capital_intensive",2.06,2.74,-24.93,IZLE-SAT,1.23B,600000000,11.62%,19.76%,8,12,
RODRG,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",0.16,27.22,-99.40,SAT,0.00B,28340000,13.46%,1.58%,16,12,
RTALB,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",-0.44,3.31,-113.27,SAT,-0.22B,500000000,13.42%,5.59%,16,12,
RUBNS,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",29.26,35.32,-17.15,IZLE-SAT,2.40B,81950000,13.69%,24.37%,8,12,
RUZYE,False,False,decline_dcf,decline,"cyclical,capital_intensive",,13.97,,UNKNOWN,,,,,16,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
RYSAS,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",4.55,20.10,-77.37,SAT,9.10B,2000000000,11.21%,24.92%,16,12,
SAFKR,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",2.63,24.92,-89.44,SAT,0.53B,200000000,13.76%,9.80%,12,12,
SAMAT,False,False,decline_dcf,decline,"cyclical,capital_intensive",,5.62,,UNKNOWN,,,,,16,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
SANEL,False,False,decline_dcf,decline,"cyclical,capital_intensive",,36.72,,UNKNOWN,,,,,16,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
SANFM,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",0.44,7.58,-94.23,SAT,0.16B,375000000,11.05%,5.54%,16,12,
SANKO,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",12.66,23.06,-45.08,SAT,1.90B,150000000,14.42%,2.43%,16,12,
SAYAS,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",15.26,50.50,-69.77,SAT,1.18B,77250000,12.67%,12.33%,16,12,
SDTTR,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",67.53,265.50,-74.56,SAT,3.92B,58000000,13.12%,24.68%,8,12,
SEGMN,False,False,decline_dcf,decline,"cyclical,capital_intensive",,56.70,,UNKNOWN,,,,,4,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
SEGYO,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",3.96,4.89,-18.97,IZLE-SAT,3.19B,804604132,13.72%,104.26%,8,12,
SEKFK,False,False,none,,,,12.19,,UNKNOWN,,,,,0,0,Pipeline error: ValueError: No items in response for SEKFK
SEKUR,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",1.07,8.15,-86.93,SAT,0.20B,187641391,10.12%,7.83%,16,12,
SELVA,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",0.30,2.50,-88.15,SAT,0.29B,965250000,13.13%,6.42%,8,12,
SERNT,False,False,decline_dcf,decline,"cyclical,capital_intensive",,8.55,,UNKNOWN,,,,,4,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
SEYKM,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",1.06,5.35,-80.17,SAT,0.21B,200000000,14.38%,12.72%,16,12,
SILVR,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",0.37,2.53,-85.44,SAT,0.13B,350000000,13.89%,1.69%,16,12,
SKYLP,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",1.81,345.00,-99.47,SAT,0.02B,9500000,14.30%,1.56%,16,12,
SKYMD,True,False,industrial_fcff,mature_stable,"stable,asset_light",16.92,13.89,21.80,IZLE-AL,2.62B,155000000,12.26%,0.81%,8,12,
SMRVA,False,False,none,,,,18.80,,UNKNOWN,,,,,0,0,Pipeline error: ValueError: No items in response for SMRVA
SNPAM,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",61.19,23.00,166.04,AL,47.31B,773163891,14.42%,876.56%,16,12,
SODSN,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",3.50,10.14,-65.52,SAT,0.42B,120000000,14.39%,18.37%,16,12,
SOKE,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",6.81,20.90,-67.41,SAT,2.63B,386500000,13.32%,5.47%,8,12,
SONME,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",27.62,138.50,-80.06,SAT,2.04B,74000000,14.42%,645.39%,16,12,
SUMAS,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",115.33,384.00,-69.97,SAT,0.69B,5995098,14.34%,17.86%,12,12,
SURGY,False,False,industrial_fcff,mature_stable,stable,,73.00,,UNKNOWN,,,,,4,11,No valid margins for cyclical normalize | DCF execution returned None
SUWEN,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",5.53,8.92,-37.98,SAT,2.26B,408531098,10.66%,11.07%,8,12,
SVGYO,False,False,distress_dcf,distress,"cyclical,capital_intensive",,18.96,,UNKNOWN,,,,,4,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
TARKM,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",111.05,479.75,-76.85,SAT,2.33B,21000000,13.47%,22.65%,8,12,
TATEN,True,False,industrial_fcff,mature_stable,"stable,capital_intensive",4.26,15.14,-71.86,SAT,4.76B,1118058500,10.81%,59.51%,8,12,
TATGD,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",-1.97,19.81,-109.95,SAT,-0.48B,244800000,10.06%,5.78%,16,12,
TBORG,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",94.78,145.10,-34.68,SAT,30.57B,322508253,13.80%,17.12%,16,12,
TCKRC,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",18.70,108.10,-82.70,SAT,3.18B,170000000,13.43%,22.11%,4,12,
TDGYO,False,False,decline_dcf,decline,"cyclical,capital_intensive",,17.35,,UNKNOWN,,,,,12,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
TEHOL,False,False,decline_dcf,decline,"cyclical,capital_intensive",,25.28,,UNKNOWN,,,,,16,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
TEKTU,False,False,distress_dcf,distress,"cyclical,capital_intensive",,11.97,,UNKNOWN,,,,,16,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
TERA,True,False,industrial_fcff,mature_stable,"stable,capital_intensive",8.33,241.30,-96.55,SAT,5.83B,700000000,8.14%,1223.37%,8,12,
TEZOL,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",13.27,19.57,-32.20,SAT,6.63B,500000000,13.39%,17.20%,8,12,
TGSAS,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",69.87,162.30,-56.95,SAT,1.05B,15000000,14.34%,59.64%,16,12,
TLMAN,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",87.85,95.50,-8.01,BEKLE,1.84B,21000000,13.73%,45.38%,12,12,
TMPOL,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",9.28,439.00,-97.89,SAT,0.13B,14175000,10.02%,11.93%,16,12,
TMSN,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",0.89,104.00,-99.14,SAT,0.10B,115000000,11.33%,7.75%,16,12,
TNZTP,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",5.03,27.80,-81.91,SAT,2.01B,400000000,13.71%,16.70%,8,12,
TRCAS,False,False,industrial_fcff,mature_stable,stable,,49.80,,UNKNOWN,,,,12.83%,16,12,Current revenue is None | DCF execution returned None
TRGYO,True,False,industrial_fcff,mature_stable,stable,64.67,101.40,-36.22,SAT,64.67B,1000000000,14.25%,62.76%,16,12,
TRILC,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",38.73,3.87,900.73,AL,40.16B,1037000000,10.53%,221.67%,8,12,
TSGYO,True,False,industrial_fcff,mature_stable,"stable,capital_intensive",2.44,6.97,-65.03,SAT,1.58B,650000000,14.14%,145.63%,16,12,
TUCLK,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",-1.01,4.25,-123.68,SAT,-0.36B,360000000,10.99%,16.22%,16,12,
TURGG,False,False,industrial_fcff,mature_stable,stable,,37.40,,UNKNOWN,,,,,16,11,No valid margins for cyclical normalize | DCF execution returned None
UCAYM,False,False,decline_dcf,decline,"stable,capital_intensive",,29.70,,UNKNOWN,,,,,4,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
UFUK,False,False,cyclical_dcf,mature_growth,"cyclical,asset_light",,1476.00,,UNKNOWN,,,,359.21%,12,12,Current revenue is None | DCF execution returned None
ULUSE,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",91.45,248.10,-63.14,SAT,7.32B,80000000,7.43%,13.72%,16,12,
ULUUN,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",15.67,9.30,68.54,AL,11.76B,750000000,11.18%,4.92%,16,12,
UNLU,True,False,industrial_fcff,mature_stable,"stable,capital_intensive",31.04,13.94,122.65,AL,5.45B,175740000,11.72%,254.30%,8,12,
USAK,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",0.50,1.74,-71.42,SAT,1.21B,2431460676,11.72%,11.53%,16,12,
VAKFA,False,False,none,,,,13.70,,UNKNOWN,,,,,0,0,Pipeline error: ValueError: No items in response for VAKFA
VAKFN,False,False,none,,,,1.84,,UNKNOWN,,,,,0,0,Pipeline error: ValueError: No items in response for VAKFN
VAKKO,False,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",,83.35,,UNKNOWN,,,,7.26%,16,12,Current revenue is None | DCF execution returned None
VANGD,False,False,distress_dcf,distress,"cyclical,asset_light",,94.00,,UNKNOWN,,,,,16,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
VERTU,False,False,distress_dcf,distress,"cyclical,capital_intensive",,39.76,,UNKNOWN,,,,,12,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
VKFYO,False,False,cyclical_dcf,mature_stable,cyclical,,34.84,,UNKNOWN,,,,0.55%,16,12,Current revenue is None | DCF execution returned None
VKGYO,True,False,industrial_fcff,mature_stable,"stable,asset_light",12.11,2.80,332.37,AL,41.77B,3450000000,14.41%,93.68%,16,12,
VKING,False,False,distress_dcf,distress,"cyclical,capital_intensive",,27.62,,UNKNOWN,,,,,16,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
VRGYO,False,False,distress_dcf,distress,"cyclical,asset_light",,2.43,,UNKNOWN,,,,,8,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
VSNMD,False,False,decline_dcf,decline,"cyclical,capital_intensive",,87.00,,UNKNOWN,,,,,4,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
