ticker,success,is_banking,model_used,lifecycle_stage,lifecycle_sub,value_per_share_tl,market_price_tl,upside_pct,damodaran_verdict,equity_value_tl,shares_outstanding,wacc,normalized_margin,periods_fetched,items_mapped,errors
ALARK,False,False,decline_dcf,decline,"cyclical,capital_intensive",,100.30,,UNKNOWN,,,,,16,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
ZOREN,False,False,cyclical_dcf,mature_stable,cyclical,,3.17,,UNKNOWN,,,,44.79%,16,12,Current revenue is None | DCF execution returned None
ENERY,True,False,industrial_fcff,mature_growth,"stable,capital_intensive",2.12,9.00,-76.49,SAT,19.05B,9000000000,13.83%,9.61%,8,12,
ODAS,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",5.99,7.60,-21.23,IZLE-SAT,8.38B,1400000000,14.26%,11.95%,16,12,
EUPWR,False,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",,61.35,,UNKNOWN,,,,20.48%,8,12,Current revenue is None | DCF execution returned None
TRENJ,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",92.84,92.05,0.86,BEKLE,24.12B,259785561,14.41%,35.17%,16,12,
IZENR,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",3.14,10.55,-70.22,SAT,7.68B,2443750000,14.05%,15.19%,8,12,
PASEU,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",1.96,109.40,-98.21,SAT,1.32B,672000000,13.80%,12.52%,8,12,
SISE,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",25.24,49.62,-49.14,SAT,77.31B,3063214056,11.16%,11.95%,12,12,
SASA,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",-1.79,3.08,-158.07,SAT,-78.36B,43815615361,10.71%,10.91%,16,12,
GUBRF,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",114.56,583.00,-80.35,SAT,38.26B,334000000,11.85%,10.78%,16,12,
CIMSA,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",19.84,58.45,-66.06,SAT,18.76B,945591094,11.03%,17.01%,16,12,
BTCIM,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",0.20,6.49,-96.98,SAT,1.09B,5580000000,12.65%,8.10%,16,12,
KUYAS,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",2347.50,86.60,2610.73,AL,939.00B,400000000,11.78%,16027.42%,16,12,
BSOKE,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",-1.64,38.26,-104.29,SAT,-2.62B,1600000000,12.33%,2.14%,16,12,
MAGEN,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",-0.05,64.65,-100.08,SAT,-0.16B,2950000000,12.50%,45.38%,8,12,
SARKY,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",9.91,27.72,-64.26,SAT,9.91B,1000000000,10.79%,4.30%,16,12,
BALSU,False,False,decline_dcf,decline,"cyclical,capital_intensive",,14.58,,UNKNOWN,,,,,4,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
ANSGR,False,False,none,,,,30.24,,UNKNOWN,,,,,0,0,Pipeline error: ValueError: No items in response for ANSGR
GRSEL,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",66.05,321.00,-79.42,SAT,6.74B,102000000,13.78%,14.07%,8,12,
TURSG,False,False,none,,,,14.12,,UNKNOWN,,,,,0,0,Pipeline error: ValueError: No items in response for TURSG
DOAS,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",279.57,185.40,50.79,AL,61.51B,220000000,12.91%,7.27%,16,12,
BRYAT,False,False,decline_dcf,decline,"cyclical,asset_light",,2213.00,,UNKNOWN,,,,,16,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
OBAMS,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",3.91,8.44,-53.72,SAT,11.24B,2876530554,14.16%,6.52%,8,12,
PAHOL,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",0.25,1.55,-83.64,SAT,5.07B,20000000000,14.40%,69.73%,4,12,
PSGYO,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",-1.97,3.05,-164.49,SAT,-13.57B,6900847276,11.21%,9.36%,8,12,
RALYH,False,False,distress_dcf,distress,"cyclical,capital_intensive",,371.25,,UNKNOWN,,,,,16,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
MIATK,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",20.58,43.54,-52.74,SAT,10.16B,494000000,13.35%,50.61%,8,12,
REEDR,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",5.25,7.74,-32.18,SAT,4.99B,950000000,13.60%,26.21%,8,12,
GESAN,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",34.68,56.50,-38.63,SAT,15.95B,460000000,13.66%,21.51%,8,12,
CANTE,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",0.78,1.77,-55.80,SAT,7.80B,9974175415,14.39%,17.63%,8,12,
CVKMD,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",3.17,37.08,-91.45,SAT,4.44B,1400000000,12.41%,27.87%,8,12,
EFOR,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",1.79,12.10,-85.19,SAT,3.90B,2178000000,11.81%,9.76%,4,12,
FENER,False,False,distress_dcf,distress,"cyclical,capital_intensive",,3.46,,UNKNOWN,,,,,16,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
KLRHO,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",4.24,111.30,-96.19,SAT,6.88B,1625000000,13.87%,15.33%,8,12,
AGHOL,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",78.63,34.18,130.05,AL,191.49B,2435345180,11.71%,6.07%,16,12,
ALTNY,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",3.85,17.75,-78.33,SAT,3.85B,1000000000,13.02%,28.90%,4,12,
ASTOR,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",45.83,317.75,-85.58,SAT,45.74B,998000000,13.70%,26.27%,8,12,
BRSAN,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",42.93,620.00,-93.08,SAT,6.09B,141771582,11.98%,6.26%,16,12,
DAPGM,True,False,cyclical_dcf,mature_growth,"cyclical,asset_light",7.78,10.38,-25.03,IZLE-SAT,20.62B,2650000000,12.87%,44.81%,8,12,
DSTKF,False,False,none,,,,2755.00,,UNKNOWN,,,,,0,0,Pipeline error: ValueError: No items in response for DSTKF
GLRMK,True,False,industrial_fcff,mature_stable,"stable,capital_intensive",114.25,195.30,-41.50,SAT,36.86B,322600000,10.57%,8.64%,4,12,
GRTHO,True,False,industrial_fcff,mature_stable,"stable,capital_intensive",28.39,246.10,-88.47,SAT,3.55B,125000000,13.83%,15.89%,8,12,
PATEK,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",-0.32,25.24,-101.25,SAT,-0.21B,674934432,13.18%,0.32%,8,12,
TABGD,False,False,young_firm_dcf,high_growth,"cyclical,capital_intensive",,270.00,,UNKNOWN,,,,,8,12,Model young_firm_dcf orchestration TBD (Faz 2.3.x)
TUREX,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",3.62,9.08,-60.18,SAT,3.91B,1080000000,13.41%,13.70%,8,12,
EKGYO,True,False,industrial_fcff,mature_stable,"stable,capital_intensive",14.82,21.22,-30.16,SAT,54.26B,3661120138,13.43%,25.62%,16,12,
GENIL,True,False,industrial_fcff,mature_growth,"stable,capital_intensive",1.59,8.86,-82.07,SAT,7.15B,4500000000,13.27%,6.07%,8,12,
MPARK,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",279.17,454.00,-38.51,SAT,28.51B,102122233,12.28%,13.95%,12,12,
GSRAY,False,False,distress_dcf,distress,cyclical,,1.17,,UNKNOWN,,,,,16,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
KTLEV,False,False,none,,,,115.30,,UNKNOWN,,,,,0,0,Pipeline error: ValueError: No items in response for KTLEV
QUAGR,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",5.16,3.68,40.16,AL,13.62B,2640000000,11.36%,26.64%,8,12,
GARAN,True,True,banking_ddm,,,197.28,136.60,44.42,AL,828.59B,4200000000,11.09%,,0,0,
AKBNK,True,True,banking_ddm,,,98.96,74.35,33.10,AL,514.58B,5200000000,11.09%,,0,0,
YKBNK,True,True,banking_ddm,,,38.96,37.76,3.18,BEKLE,329.11B,8447051284,11.09%,,0,0,
ISCTR,True,True,banking_ddm,,,17.19,14.49,18.67,IZLE-AL,154.75B,9000000000,11.09%,,0,0,
HALKB,True,True,banking_ddm,,,142.24,38.12,273.15,AL,177.80B,1250000000,11.09%,,0,0,
VAKBN,False,True,banking_ddm,,,,31.46,,UNKNOWN,,,,,0,0,Banking data not available for VAKBN (banking_data.py'ye eklenmeli)
TSKB,False,True,banking_ddm,,,,11.95,,UNKNOWN,,,,,0,0,Banking data not available for TSKB (banking_data.py'ye eklenmeli)
SKBNK,False,True,banking_ddm,,,,12.90,,UNKNOWN,,,,,0,0,Banking data not available for SKBNK (banking_data.py'ye eklenmeli)
KCHOL,True,False,holding_sotp,,,182.41,210.50,-13.34,IZLE-SAT,462.57B,2535898345,,,0,0,
SAHOL,True,False,holding_sotp,,,197.18,100.70,95.81,AL,402.32B,2040403931,,,0,0,
