# Portfolio Plan,konservatif,capital_tl=1000000
ticker,sleeve,sub_category,weight_pct,composite,capital_allocation_tl
GARAN,core,banking_intrinsic,9.61,82.76,96120
CWENE,core,,8.91,76.73,89116
AKBNK,core,banking_intrinsic,8.74,75.29,87448
YKBNK,core,banking_intrinsic,8.24,70.98,82438
ARCLK,core,,8.13,70.01,81315
LOGO,core,,7.91,68.14,79143
DOAS,core,,7.80,67.13,77968
TKNSA,core,,7.60,65.44,76011
ENJSA,core,,7.33,63.09,73276
EREGL,core,,7.13,61.40,71313
ISCTR,core,banking_intrinsic,7.12,61.27,71161
TCELL,core,,6.47,55.70,64692
TRALT,yuksek_kazanc,deep_value,2.00,59.34,20000
CCOLA,yuksek_kazanc,deep_value,2.00,77.69,20000
FROTO,yuksek_kazanc,deep_value,2.00,75.34,20000
AEFES,yuksek_kazanc,deep_value,2.00,71.75,20000
AKSA,yuksek_kazanc,deep_value,2.00,76.12,20000
MAVI,yuksek_kazanc,deep_value,2.00,76.13,20000
OYAKC,yuksek_kazanc,deep_value,2.00,77.50,20000
KCAER,yuksek_kazanc,deep_value,2.00,74.42,20000
INFO,yuksek_kazanc,deep_value,2.00,82.18,20000
VESBE,yuksek_kazanc,deep_value,2.00,69.51,20000
ISMEN,yuksek_kazanc,deep_value,2.00,78.08,20000
BOSSA,yuksek_kazanc,mature_transition,2.00,59.57,20000
ARENA,yuksek_kazanc,deep_value,2.00,81.66,20000
INDES,yuksek_kazanc,deep_value,2.00,78.27,20000
EUREN,yuksek_kazanc,deep_value,2.00,68.85,20000
KUYAS,yuksek_kazanc,deep_value,2.00,65.34,20000
AGHOL,yuksek_kazanc,deep_value,2.00,80.16,20000
HALKB,yuksek_kazanc,deep_value,2.00,73.50,20000
SAHOL,yuksek_kazanc,holding_chronic_discount,2.00,63.01,20000
CASH,cash,reserve,0.00,,0
